249250620,1e-08
249250621,0.5
492449993,1e-08
492449994,0.5
690472423,1e-08
690472424,0.5
881626699,1e-08
881626700,0.5
1062541959,1e-08
1062541960,0.5
1233657026,1e-08
1233657027,0.5
1392795689,1e-08
1392795690,0.5
1539159711,1e-08
1539159712,0.5
1680373142,1e-08
1680373143,0.5
1815907889,1e-08
1815907890,0.5
1950914405,1e-08
1950914406,0.5
2084766300,1e-08
2084766301,0.5
2199936178,1e-08
2199936179,0.5
2307285718,1e-08
2307285719,0.5
2409817110,1e-08
2409817111,0.5
2500171863,1e-08
2500171864,0.5
2581367073,1e-08
2581367074,0.5
2659444321,1e-08
2659444322,0.5
2718573304,1e-08
2718573305,0.5
2781598824,1e-08
2781598825,0.5
2829728719,1e-08
2829728720,0.5
2881033285,1e-08
